Atomic Number	Atomic Symbol	Mass Number	Relative Atomic Mass (monoisotopic)	Relative Atomic Mass Uncertainty	Isotopic Composition	Isotopic Composition Uncertainty	Standard Atomic Weight (average mass)	Standard Weight Uncertainty	Notes
38	Sr	82	81.9183999	6.4E-06			87.62	0.01	g,r
38	Sr	83	82.9175544	7.3E-06			87.62	0.01	g,r
38	Sr	84	83.9134191	1.3E-06	0.0056	0.0001	87.62	0.01	g,r
38	Sr	85	84.912932	3E-06			87.62	0.01	g,r
38	Sr	86	85.9092606	1.2E-06	0.0986	0.0001	87.62	0.01	g,r
38	Sr	87	86.9088775	1.2E-06	0.07	0.0001	87.62	0.01	g,r
38	Sr	88	87.9056125	1.2E-06	0.8258	0.0001	87.62	0.01	g,r
38	Sr	89	88.9074511	1.2E-06			87.62	0.01	g,r
38	Sr	90	89.90773	2.8E-06			87.62	0.01	g,r
38	Sr	91	90.9101954	6.1E-06			87.62	0.01	g,r
38	Sr	92	91.9110382	3.7E-06			87.62	0.01	g,r
38	Sr	93	92.9140242	8.1E-06			87.62	0.01	g,r
38	Sr	94	93.9153556	1.8E-06			87.62	0.01	g,r
38	Sr	95	94.9193529	6.3E-06			87.62	0.01	g,r
38	Sr	96	95.9217066	9.3E-06			87.62	0.01	g,r
38	Sr	97	96.926374	3.6E-06			87.62	0.01	g,r
38	Sr	98	97.9286888	4E-06			87.62	0.01	g,r
38	Sr	99	98.9328907	3.8E-06			87.62	0.01	g,r
38	Sr	100	99.93577	1E-05			87.62	0.01	g,r
38	Sr	101	100.940352	8.6E-05			87.62	0.01	g,r
38	Sr	102	101.943791	7.5E-05			87.62	0.01	g,r
38	Sr	103	102.94909	0.00021			87.62	0.01	g,r
38	Sr	104	103.95265	0.00032			87.62	0.01	g,r
38	Sr	105	104.95855	0.00054			87.62	0.01	g,r
38	Sr	106	105.96265	0.00064			87.62	0.01	g,r
38	Sr	107	106.96897	0.00075			87.62	0.01	g,r
39	Y	76	75.95856	0.00054			88.90584	2E-05	
39	Y	77	76.949781	6.5E-05			88.90584	2E-05	
39	Y	78	77.94361	0.00043			88.90584	2E-05	
39	Y	79	78.93735	0.00048			88.90584	2E-05	
39	Y	80	79.9343561	6.7E-06			88.90584	2E-05	
39	Y	81	80.9294556	5.8E-06			88.90584	2E-05	
39	Y	82	81.9269314	5.9E-06			88.90584	2E-05	
39	Y	83	82.922485	2E-05			88.90584	2E-05	
39	Y	84	83.9206721	4.6E-06			88.90584	2E-05	
39	Y	85	84.916433	2E-05			88.90584	2E-05	
39	Y	86	85.914886	1.5E-05			88.90584	2E-05	
39	Y	87	86.9108761	1.7E-06			88.90584	2E-05	
39	Y	88	87.9095016	2E-06			88.90584	2E-05	
39	Y	89	88.9058403	2.4E-06	1		88.90584	2E-05	
39	Y	90	89.9071439	2.4E-06			88.90584	2E-05	
39	Y	91	90.9072974	2.8E-06			88.90584	2E-05	
39	Y	92	91.9089451	9.9E-06			88.90584	2E-05	
39	Y	93	92.909578	1.1E-05			88.90584	2E-05	
39	Y	94	93.9115906	6.9E-06			88.90584	2E-05	
39	Y	95	94.9128161	7.4E-06			88.90584	2E-05	
39	Y	96	95.9158968	6.9E-06			88.90584	2E-05	
39	Y	97	96.9182741	7.5E-06			88.90584	2E-05	
39	Y	98	97.9223821	8.8E-06			88.90584	2E-05	
39	Y	99	98.924148	7.4E-06			88.90584	2E-05	
39	Y	100	99.927715	1.2E-05			88.90584	2E-05	
39	Y	101	100.9301477	7.9E-06			88.90584	2E-05	
39	Y	102	101.9343277	4.4E-06			88.90584	2E-05	
39	Y	103	102.937243	1.2E-05			88.90584	2E-05	
39	Y	104	103.94196	0.00043			88.90584	2E-05	
39	Y	105	104.94544	0.00054			88.90584	2E-05	
39	Y	106	105.95056	0.00054			88.90584	2E-05	
39	Y	107	106.95452	0.00054			88.90584	2E-05	
39	Y	108	107.95996	0.00064			88.90584	2E-05	
39	Y	109	108.96436	0.00075			88.90584	2E-05	
40	Zr	78	77.95566	0.00054			91.224	0.002	g
40	Zr	79	78.94948	0.00043			91.224	0.002	g
40	Zr	80	79.9404	0.0016			91.224	0.002	g
40	Zr	81	80.93731	0.00018			91.224	0.002	g
40	Zr	82	81.93135	0.00022			91.224	0.002	g
40	Zr	83	82.9292421	6.9E-06			91.224	0.002	g
40	Zr	84	83.9233269	5.9E-06			91.224	0.002	g
40	Zr	85	84.9214444	6.9E-06			91.224	0.002	g
40	Zr	86	85.9162972	3.8E-06			91.224	0.002	g
40	Zr	87	86.914818	4.5E-06			91.224	0.002	g
40	Zr	88	87.9102213	5.8E-06			91.224	0.002	g
40	Zr	89	88.9088814	3.7E-06			91.224	0.002	g
40	Zr	90	89.9046977	2E-06	0.5145	0.004	91.224	0.002	g
40	Zr	91	90.9056396	2E-06	0.1122	0.0005	91.224	0.002	g
40	Zr	92	91.9050347	2E-06	0.1715	0.0008	91.224	0.002	g
40	Zr	93	92.9064699	2E-06			91.224	0.002	g
40	Zr	94	93.9063108	2E-06	0.1738	0.0028	91.224	0.002	g
40	Zr	95	94.9080385	1.9E-06			91.224	0.002	g
40	Zr	96	95.9082714	2.1E-06	0.028	0.0009	91.224	0.002	g
40	Zr	97	96.9109512	2.1E-06			91.224	0.002	g
40	Zr	98	97.9127289	9.3E-06			91.224	0.002	g
40	Zr	99	98.916667	1.1E-05			91.224	0.002	g
40	Zr	100	99.9180006	8.9E-06			91.224	0.002	g
40	Zr	101	100.921448	9.1E-06			91.224	0.002	g
40	Zr	102	101.9231409	9.7E-06			91.224	0.002	g
40	Zr	103	102.927191	1E-05			91.224	0.002	g
40	Zr	104	103.929436	1E-05			91.224	0.002	g
40	Zr	105	104.934008	1.3E-05			91.224	0.002	g
40	Zr	106	105.93676	0.00021			91.224	0.002	g
40	Zr	107	106.94174	0.00032			91.224	0.002	g
40	Zr	108	107.94487	0.00043			91.224	0.002	g
40	Zr	109	108.95041	0.00054			91.224	0.002	g
40	Zr	110	109.95396	0.00064			91.224	0.002	g
40	Zr	111	110.95968	0.00075			91.224	0.002	g
40	Zr	112	111.9637	0.00075			91.224	0.002	g
41	Nb	81	80.9496	0.00043			92.90637	2E-05	
41	Nb	82	81.94396	0.00032			92.90637	2E-05	
41	Nb	83	82.93729	0.00032			92.90637	2E-05	
41	Nb	84	83.93449	0.00032			92.90637	2E-05	
41	Nb	85	84.9288458	4.4E-06			92.90637	2E-05	
41	Nb	86	85.9257828	5.9E-06			92.90637	2E-05	
41	Nb	87	86.9206937	7.3E-06			92.90637	2E-05	
41	Nb	88	87.918222	6.1E-05			92.90637	2E-05	
41	Nb	89	88.913445	2.5E-05			92.90637	2E-05	
41	Nb	90	89.9112584	3.8E-06			92.90637	2E-05	
41	Nb	91	90.9069897	3.7E-06			92.90637	2E-05	
41	Nb	92	91.9071881	2.6E-06			92.90637	2E-05	
41	Nb	93	92.906373	2E-06	1		92.90637	2E-05	
41	Nb	94	93.9072788	2E-06			92.90637	2E-05	
41	Nb	95	94.9068324	7.1E-07			92.90637	2E-05	
41	Nb	96	95.9080973	3.5E-06			92.90637	2E-05	
41	Nb	97	96.9080959	1.9E-06			92.90637	2E-05	
41	Nb	98	97.9103265	5.8E-06			92.90637	2E-05	
41	Nb	99	98.911613	1.3E-05			92.90637	2E-05	
41	Nb	100	99.9143276	8.8E-06			92.90637	2E-05	
41	Nb	101	100.9153103	4.2E-06			92.90637	2E-05	
41	Nb	102	101.9180772	3.5E-06			92.90637	2E-05	
41	Nb	103	102.9194572	4.4E-06			92.90637	2E-05	
41	Nb	104	103.9228925	3.7E-06			92.90637	2E-05	
41	Nb	105	104.9249465	4.5E-06			92.90637	2E-05	
41	Nb	106	105.9289317	4.6E-06			92.90637	2E-05	
41	Nb	107	106.9315937	8.7E-06			92.90637	2E-05	
41	Nb	108	107.9360748	8.8E-06			92.90637	2E-05	
41	Nb	109	108.93922	0.00056			92.90637	2E-05	
41	Nb	110	109.94403	0.00021			92.90637	2E-05	
41	Nb	111	110.94753	0.00032			92.90637	2E-05	
41	Nb	112	111.95247	0.00032			92.90637	2E-05	
41	Nb	113	112.95651	0.00043			92.90637	2E-05	
41	Nb	114	113.96201	0.00054			92.90637	2E-05	
41	Nb	115	114.96634	0.00054			92.90637	2E-05	
42	Mo	83	82.94988	0.00043			95.95	0.01	g
42	Mo	84	83.94149	0.00043			95.95	0.01	g
42	Mo	85	84.938261	1.7E-05			95.95	0.01	g
42	Mo	86	85.9311748	4E-06			95.95	0.01	g
42	Mo	87	86.9281962	3.1E-06			95.95	0.01	g
42	Mo	88	87.9219678	4.1E-06			95.95	0.01	g
42	Mo	89	88.9194682	4.2E-06			95.95	0.01	g
42	Mo	90	89.9139309	3.8E-06			95.95	0.01	g
42	Mo	91	90.9117453	6.7E-06			95.95	0.01	g
42	Mo	92	91.90680796	8.4E-07	0.1453	0.003	95.95	0.01	g
42	Mo	93	92.90680958	8.4E-07			95.95	0.01	g
42	Mo	94	93.9050849	4.8E-07	0.0915	0.0009	95.95	0.01	g
42	Mo	95	94.90583877	4.7E-07	0.1584	0.0011	95.95	0.01	g
42	Mo	96	95.90467612	4.7E-07	0.1667	0.0015	95.95	0.01	g
42	Mo	97	96.90601812	4.9E-07	0.096	0.0014	95.95	0.01	g
42	Mo	98	97.90540482	4.9E-07	0.2439	0.0037	95.95	0.01	g
42	Mo	99	98.90770851	5.2E-07			95.95	0.01	g
42	Mo	100	99.9074718	1.1E-06	0.0982	0.0031	95.95	0.01	g
42	Mo	101	100.9103414	1.1E-06			95.95	0.01	g
42	Mo	102	101.9102834	9.1E-06			95.95	0.01	g
42	Mo	103	102.913079	1E-05			95.95	0.01	g
42	Mo	104	103.9137344	9.8E-06			95.95	0.01	g
42	Mo	105	104.916969	1E-05			95.95	0.01	g
42	Mo	106	105.918259	1E-05			95.95	0.01	g
42	Mo	107	106.922106	1E-05			95.95	0.01	g
42	Mo	108	107.924033	1E-05			95.95	0.01	g
42	Mo	109	108.928424	1.2E-05			95.95	0.01	g
42	Mo	110	109.930704	2.6E-05			95.95	0.01	g
42	Mo	111	110.935654	1.4E-05			95.95	0.01	g
42	Mo	112	111.93831	0.00021			95.95	0.01	g
42	Mo	113	112.94335	0.00032			95.95	0.01	g
42	Mo	114	113.94653	0.00032			95.95	0.01	g
42	Mo	115	114.95196	0.00043			95.95	0.01	g
42	Mo	116	115.95545	0.00054			95.95	0.01	g
42	Mo	117	116.96117	0.00054			95.95	0.01	g
43	Tc	85	84.95058	0.00043			98		
43	Tc	86	85.94493	0.00032			98		
43	Tc	87	86.9380672	4.5E-06			98		
43	Tc	88	87.93378	0.00016			98		
43	Tc	89	88.9276487	4.1E-06			98		
43	Tc	90	89.9240739	1.1E-06			98		
43	Tc	91	90.9184254	2.5E-06			98		
43	Tc	92	91.9152698	3.3E-06			98		
43	Tc	93	92.910246	1.4E-06			98		
43	Tc	94	93.9096536	4.4E-06			98		
43	Tc	95	94.9076536	5.5E-06			98		
43	Tc	96	95.907868	5.5E-06			98		
43	Tc	97	96.9063667	4E-06			98		
43	Tc	98	97.9072124	3.6E-06			98		
43	Tc	99	98.9062508	1E-06			98		
43	Tc	100	99.9076539	1.5E-06			98		
43	Tc	101	100.907309	2.6E-05			98		
43	Tc	102	101.9092097	9.9E-06			98		
43	Tc	103	102.909176	1.1E-05			98		
43	Tc	104	103.911425	2.7E-05			98		
43	Tc	105	104.911655	3.8E-05			98		
43	Tc	106	105.914358	1.3E-05			98		
43	Tc	107	106.9154606	9.3E-06			98		
43	Tc	108	107.9184957	9.4E-06			98		
43	Tc	109	108.920256	1E-05			98		
43	Tc	110	109.923744	1E-05			98		
43	Tc	111	110.925901	1.1E-05			98		
43	Tc	112	111.9299458	6E-06			98		
43	Tc	113	112.932569	3.6E-06			98		
43	Tc	114	113.93691	0.00011			98		
43	Tc	115	114.93998	0.00021			98		
43	Tc	116	115.94476	0.00032			98		
43	Tc	117	116.94806	0.00043			98		
43	Tc	118	117.95299	0.00043			98		
43	Tc	119	118.95666	0.00054			98		
43	Tc	120	119.96187	0.00054			98		
44	Ru	87	86.95069	0.00043			101.07	0.02	g
44	Ru	88	87.9416	0.00032			101.07	0.02	g
44	Ru	89	88.93762	0.00032			101.07	0.02	g
44	Ru	90	89.9303444	4E-06			101.07	0.02	g
44	Ru	91	90.9267419	2.4E-06			101.07	0.02	g
44	Ru	92	91.9202344	2.9E-06			101.07	0.02	g
44	Ru	93	92.9171044	2.2E-06			101.07	0.02	g
44	Ru	94	93.9113429	3.4E-06			101.07	0.02	g
44	Ru	95	94.910406	1E-05			101.07	0.02	g
44	Ru	96	95.90759025	4.9E-07	0.0554	0.0014	101.07	0.02	g
44	Ru	97	96.9075471	3E-06			101.07	0.02	g
44	Ru	98	97.9052868	6.9E-06	0.0187	0.0003	101.07	0.02	g
44	Ru	99	98.9059341	1.1E-06	0.1276	0.0014	101.07	0.02	g
44	Ru	100	99.9042143	1.1E-06	0.126	0.0007	101.07	0.02	g
44	Ru	101	100.9055769	1.2E-06	0.1706	0.0002	101.07	0.02	g
44	Ru	102	101.9043441	1.2E-06	0.3155	0.0014	101.07	0.02	g
44	Ru	103	102.9063186	1.2E-06			101.07	0.02	g
44	Ru	104	103.9054275	2.8E-06	0.1862	0.0027	101.07	0.02	g
44	Ru	105	104.9077476	2.8E-06			101.07	0.02	g
44	Ru	106	105.9073291	5.8E-06			101.07	0.02	g
44	Ru	107	106.909972	9.3E-06			101.07	0.02	g
44	Ru	108	107.910188	9.3E-06			101.07	0.02	g
44	Ru	109	108.913326	9.6E-06			101.07	0.02	g
44	Ru	110	109.9140407	9.6E-06			101.07	0.02	g
44	Ru	111	110.91757	1E-05			101.07	0.02	g
44	Ru	112	111.918809	1E-05			101.07	0.02	g
44	Ru	113	112.922844	3.9E-05			101.07	0.02	g
44	Ru	114	113.9246136	3.8E-06			101.07	0.02	g
44	Ru	115	114.92882	7.1E-05			101.07	0.02	g
44	Ru	116	115.9312192	4E-06			101.07	0.02	g
44	Ru	117	116.9361	0.00063			101.07	0.02	g
44	Ru	118	117.93853	0.00032			101.07	0.02	g
44	Ru	119	118.94357	0.00032			101.07	0.02	g
44	Ru	120	119.94631	0.00043			101.07	0.02	g
44	Ru	121	120.95164	0.00043			101.07	0.02	g
44	Ru	122	121.95447	0.00054			101.07	0.02	g
44	Ru	123	122.95989	0.00054			101.07	0.02	g
44	Ru	124	123.96305	0.00064			101.07	0.02	g
45	Rh	89	88.95058	0.00039			102.9055	2E-05	
45	Rh	90	89.94422	0.00043			102.9055	2E-05	
45	Rh	91	90.93688	0.00043			102.9055	2E-05	
45	Rh	92	91.9323677	4.7E-06			102.9055	2E-05	
45	Rh	93	92.9259128	2.8E-06			102.9055	2E-05	
45	Rh	94	93.9217305	3.6E-06			102.9055	2E-05	
45	Rh	95	94.9158979	4.2E-06			102.9055	2E-05	
45	Rh	96	95.914453	1.1E-05			102.9055	2E-05	
45	Rh	97	96.911329	3.8E-05			102.9055	2E-05	
45	Rh	98	97.910708	1.3E-05			102.9055	2E-05	
45	Rh	99	98.9081282	7.3E-06			102.9055	2E-05	
45	Rh	100	99.908117	1.9E-05			102.9055	2E-05	
45	Rh	101	100.9061606	6.3E-06			102.9055	2E-05	
45	Rh	102	101.9068374	5E-06			102.9055	2E-05	
45	Rh	103	102.905498	2.6E-06	1		102.9055	2E-05	
45	Rh	104	103.9066492	2.6E-06			102.9055	2E-05	
45	Rh	105	104.9056885	2.7E-06			102.9055	2E-05	
45	Rh	106	105.9072868	5.8E-06			102.9055	2E-05	
45	Rh	107	106.906748	1.3E-05			102.9055	2E-05	
45	Rh	108	107.908714	1.5E-05			102.9055	2E-05	
45	Rh	109	108.9087488	4.3E-06			102.9055	2E-05	
45	Rh	110	109.911079	1.9E-05			102.9055	2E-05	
45	Rh	111	110.9116423	7.4E-06			102.9055	2E-05	
45	Rh	112	111.914403	4.7E-05			102.9055	2E-05	
45	Rh	113	112.9154393	7.7E-06			102.9055	2E-05	
45	Rh	114	113.918718	7.7E-05			102.9055	2E-05	
45	Rh	115	114.9203116	7.8E-06			102.9055	2E-05	
45	Rh	116	115.924059	7.6E-05			102.9055	2E-05	
45	Rh	117	116.9260354	9.5E-06			102.9055	2E-05	
45	Rh	118	117.93034	2.6E-05			102.9055	2E-05	
45	Rh	119	118.932557	1E-05			102.9055	2E-05	
45	Rh	120	119.93686	0.00021			102.9055	2E-05	
45	Rh	121	120.93942	0.00032			102.9055	2E-05	
45	Rh	122	121.94399	0.00032			102.9055	2E-05	
45	Rh	123	122.94685	0.00043			102.9055	2E-05	
45	Rh	124	123.95151	0.00043			102.9055	2E-05	
45	Rh	125	124.95469	0.00054			102.9055	2E-05	
45	Rh	126	125.95946	0.00054			102.9055	2E-05	
46	Pd	91	90.95032	0.00054			106.42	0.01	g
46	Pd	92	91.94088	0.00054			106.42	0.01	g
46	Pd	93	92.93651	0.00043			106.42	0.01	g
46	Pd	94	93.9290376	4.6E-06			106.42	0.01	g
46	Pd	95	94.9248898	3.3E-06			106.42	0.01	g
46	Pd	96	95.9182151	4.5E-06			106.42	0.01	g
46	Pd	97	96.916472	5.2E-06			106.42	0.01	g
46	Pd	98	97.9126983	5.1E-06			106.42	0.01	g
46	Pd	99	98.9117748	5.4E-06			106.42	0.01	g
46	Pd	100	99.908505	1.9E-05			106.42	0.01	g
46	Pd	101	100.9082864	4.9E-06			106.42	0.01	g
46	Pd	102	101.9056022	2.8E-06	0.0102	0.0001	106.42	0.01	g
46	Pd	103	102.9060809	2.7E-06			106.42	0.01	g
46	Pd	104	103.9040305	1.4E-06	0.1114	0.0008	106.42	0.01	g
46	Pd	105	104.9050796	1.2E-06	0.2233	0.0008	106.42	0.01	g
46	Pd	106	105.9034804	1.2E-06	0.2733	0.0003	106.42	0.01	g
46	Pd	107	106.9051282	1.3E-06			106.42	0.01	g
46	Pd	108	107.9038916	1.2E-06	0.2646	0.0009	106.42	0.01	g
46	Pd	109	108.9059504	1.2E-06			106.42	0.01	g
46	Pd	110	109.9051722	7.5E-07	0.1172	0.0009	106.42	0.01	g
46	Pd	111	110.90768968	8.6E-07			106.42	0.01	g
46	Pd	112	111.9073297	7E-06			106.42	0.01	g
46	Pd	113	112.910261	7.5E-06			106.42	0.01	g
46	Pd	114	113.9103686	7.5E-06			106.42	0.01	g
46	Pd	115	114.913659	1.5E-05			106.42	0.01	g
46	Pd	116	115.914297	7.7E-06			106.42	0.01	g
46	Pd	117	116.9179547	7.8E-06			106.42	0.01	g
46	Pd	118	117.9190667	2.7E-06			106.42	0.01	g
46	Pd	119	118.9233402	8.9E-06			106.42	0.01	g
46	Pd	120	119.9245511	2.5E-06			106.42	0.01	g
46	Pd	121	120.9289503	3.6E-06			106.42	0.01	g
46	Pd	122	121.930632	2.1E-05			106.42	0.01	g
46	Pd	123	122.93514	0.00021			106.42	0.01	g
46	Pd	124	123.93714	0.00032			106.42	0.01	g
46	Pd	125	124.94179	0.00043			106.42	0.01	g
46	Pd	126	125.94416	0.00054			106.42	0.01	g
46	Pd	127	126.94907	0.00054			106.42	0.01	g
46	Pd	128	127.95183	0.00064			106.42	0.01	g
47	Ag	93	92.95033	0.00054			107.8682	0.0002	g
47	Ag	94	93.94373	0.00069			107.8682	0.0002	g
47	Ag	95	94.93602	0.00043			107.8682	0.0002	g
47	Ag	96	95.930744	9.7E-05			107.8682	0.0002	g
47	Ag	97	96.92397	0.00012			107.8682	0.0002	g
47	Ag	98	97.92156	3.5E-05			107.8682	0.0002	g
47	Ag	99	98.9176458	6.7E-06			107.8682	0.0002	g
47	Ag	100	99.9161154	5.4E-06			107.8682	0.0002	g
47	Ag	101	100.912684	5.2E-06			107.8682	0.0002	g
47	Ag	102	101.9117047	8.8E-06			107.8682	0.0002	g
47	Ag	103	102.9089631	4.1E-06			107.8682	0.0002	g
47	Ag	104	103.9086239	4.5E-06			107.8682	0.0002	g
47	Ag	105	104.9065256	4.9E-06			107.8682	0.0002	g
47	Ag	106	105.9066636	3.2E-06			107.8682	0.0002	g
47	Ag	107	106.9050916	2.6E-06	0.51839	8E-05	107.8682	0.0002	g
47	Ag	108	107.9059503	2.6E-06			107.8682	0.0002	g
47	Ag	109	108.9047553	1.4E-06	0.48161	8E-05	107.8682	0.0002	g
47	Ag	110	109.9061102	1.4E-06			107.8682	0.0002	g
47	Ag	111	110.9052959	1.6E-06			107.8682	0.0002	g
47	Ag	112	111.9070486	2.6E-06			107.8682	0.0002	g
47	Ag	113	112.906573	1.8E-05			107.8682	0.0002	g
47	Ag	114	113.908823	4.9E-06			107.8682	0.0002	g
47	Ag	115	114.908767	2E-05			107.8682	0.0002	g
47	Ag	116	115.9113868	3.5E-06			107.8682	0.0002	g
47	Ag	117	116.911774	1.5E-05			107.8682	0.0002	g
47	Ag	118	117.9145955	2.7E-06			107.8682	0.0002	g
47	Ag	119	118.91557	1.6E-05			107.8682	0.0002	g
47	Ag	120	119.9187848	4.8E-06			107.8682	0.0002	g
47	Ag	121	120.920125	1.3E-05			107.8682	0.0002	g
47	Ag	122	121.923664	4.1E-05			107.8682	0.0002	g
47	Ag	123	122.925337	3.3E-05			107.8682	0.0002	g
47	Ag	124	123.92893	0.00027			107.8682	0.0002	g
47	Ag	125	124.93105	0.00064			107.8682	0.0002	g
47	Ag	126	125.93475	0.00021			107.8682	0.0002	g
47	Ag	127	126.93711	0.00021			107.8682	0.0002	g
47	Ag	128	127.94106	0.00032			107.8682	0.0002	g
47	Ag	129	128.94395	0.00032			107.8682	0.0002	g
47	Ag	130	129.9507	0.00036			107.8682	0.0002	g
48	Cd	95	94.94994	0.00054			112.414	0.004	g
48	Cd	96	95.94034	0.00043			112.414	0.004	g
48	Cd	97	96.9351	0.00032			112.414	0.004	g
48	Cd	98	97.927389	5.6E-05			112.414	0.004	g
48	Cd	99	98.9249258	1.7E-06			112.414	0.004	g
48	Cd	100	99.9203488	1.8E-06			112.414	0.004	g
48	Cd	101	100.9185862	1.6E-06			112.414	0.004	g
48	Cd	102	101.914482	1.8E-06			112.414	0.004	g
48	Cd	103	102.9134165	1.9E-06			112.414	0.004	g
48	Cd	104	103.9098564	1.8E-06			112.414	0.004	g
48	Cd	105	104.9094639	1.5E-06			112.414	0.004	g
48	Cd	106	105.9064599	1.2E-06	0.0125	0.0006	112.414	0.004	g
48	Cd	107	106.9066121	1.8E-06			112.414	0.004	g
48	Cd	108	107.9041834	1.2E-06	0.0089	0.0003	112.414	0.004	g
48	Cd	109	108.9049867	1.7E-06			112.414	0.004	g
48	Cd	110	109.90300661	6.1E-07	0.1249	0.0018	112.414	0.004	g
48	Cd	111	110.90418287	6.1E-07	0.128	0.0012	112.414	0.004	g
48	Cd	112	111.90276287	6E-07	0.2413	0.0021	112.414	0.004	g
48	Cd	113	112.90440813	4.5E-07	0.1222	0.0012	112.414	0.004	g
48	Cd	114	113.90336509	4.3E-07	0.2873	0.0042	112.414	0.004	g
48	Cd	115	114.90543751	7.7E-07			112.414	0.004	g
48	Cd	116	115.90476315	1.7E-07	0.0749	0.0018	112.414	0.004	g
48	Cd	117	116.907226	1.1E-06			112.414	0.004	g
48	Cd	118	117.906922	2.1E-05			112.414	0.004	g
48	Cd	119	118.909847	4E-05			112.414	0.004	g
48	Cd	120	119.9098681	4E-06			112.414	0.004	g
48	Cd	121	120.9129637	2.1E-06			112.414	0.004	g
48	Cd	122	121.9134591	2.5E-06			112.414	0.004	g
48	Cd	123	122.9168925	2.9E-06			112.414	0.004	g
48	Cd	124	123.9176574	3.2E-06			112.414	0.004	g
48	Cd	125	124.9212576	3.1E-06			112.414	0.004	g
48	Cd	126	125.9224291	2.7E-06			112.414	0.004	g
48	Cd	127	126.926472	1.4E-05			112.414	0.004	g
48	Cd	128	127.9278129	7.8E-06			112.414	0.004	g
48	Cd	129	128.93182	0.00021			112.414	0.004	g
48	Cd	130	129.93394	0.00018			112.414	0.004	g
48	Cd	131	130.9406	0.00021			112.414	0.004	g
48	Cd	132	131.94604	0.00021			112.414	0.004	g
48	Cd	133	132.95285	0.00032			112.414	0.004	g
49	In	97	96.94934	0.00054			114.818	0.001	
49	In	98	97.94214	0.00021			114.818	0.001	
49	In	99	98.93411	0.00021			114.818	0.001	
49	In	100	99.93096	0.0002			114.818	0.001	
49	In	101	100.92634	0.00032			114.818	0.001	
49	In	102	101.9241071	4.9E-06			114.818	0.001	
49	In	103	102.9198819	9.8E-06			114.818	0.001	
49	In	104	103.9182145	6.2E-06			114.818	0.001	
49	In	105	104.914502	1.1E-05			114.818	0.001	
49	In	106	105.913464	1.3E-05			114.818	0.001	
49	In	107	106.91029	1.2E-05			114.818	0.001	
49	In	108	107.9096935	9.3E-06			114.818	0.001	
49	In	109	108.9071514	4.3E-06			114.818	0.001	
49	In	110	109.90717	1.2E-05			114.818	0.001	
49	In	111	110.9051085	3.8E-06			114.818	0.001	
49	In	112	111.9055377	4.6E-06			114.818	0.001	
49	In	113	112.90406184	9.1E-07	0.0429	0.0005	114.818	0.001	
49	In	114	113.90491791	9.4E-07			114.818	0.001	
49	In	115	114.903878776	1.2E-08	0.9571	0.0005	114.818	0.001	
49	In	116	115.90525999	2.4E-07			114.818	0.001	
49	In	117	116.9045157	5.2E-06			114.818	0.001	
49	In	118	117.9063566	8.3E-06			114.818	0.001	
49	In	119	118.9058507	7.8E-06			114.818	0.001	
49	In	120	119.907967	4.3E-05			114.818	0.001	
49	In	121	120.907851	2.9E-05			114.818	0.001	
49	In	122	121.910281	5.4E-05			114.818	0.001	
49	In	123	122.910434	2.1E-05			114.818	0.001	
49	In	124	123.913182	3.3E-05			114.818	0.001	
49	In	125	124.913605	2.9E-05			114.818	0.001	
49	In	126	125.916507	2.9E-05			114.818	0.001	
49	In	127	126.917446	2.3E-05			114.818	0.001	
49	In	128	127.9204	0.00016			114.818	0.001	
49	In	129	128.9218053	2.9E-06			114.818	0.001	
49	In	130	129.924977	4.1E-05			114.818	0.001	
49	In	131	130.9269715	2.9E-06			114.818	0.001	
49	In	132	131.933001	6.4E-05			114.818	0.001	
49	In	133	132.93831	0.00021			114.818	0.001	
49	In	134	133.94454	0.00032			114.818	0.001	
49	In	135	134.95005	0.00043			114.818	0.001	
50	Sn	99	98.94853	0.00054			118.71	0.007	g
50	Sn	100	99.9385	0.00032			118.71	0.007	g
50	Sn	101	100.93526	0.00032			118.71	0.007	g
50	Sn	102	101.93029	0.00011			118.71	0.007	g
50	Sn	103	102.928105	7.6E-05			118.71	0.007	g
50	Sn	104	103.9231052	6.2E-06			118.71	0.007	g
50	Sn	105	104.9212684	4.3E-06			118.71	0.007	g
50	Sn	106	105.9169574	5.5E-06			118.71	0.007	g
50	Sn	107	106.9157137	5.7E-06			118.71	0.007	g
50	Sn	108	107.9118943	5.8E-06			118.71	0.007	g
50	Sn	109	108.9112921	8.5E-06			118.71	0.007	g
50	Sn	110	109.907845	1.5E-05			118.71	0.007	g
50	Sn	111	110.9077401	5.8E-06			118.71	0.007	g
50	Sn	112	111.90482387	6.1E-07	0.0097	0.0001	118.71	0.007	g
50	Sn	113	112.9051757	1.8E-06			118.71	0.007	g
50	Sn	114	113.9027827	1E-06	0.0066	0.0001	118.71	0.007	g
50	Sn	115	114.903344699	1.6E-08	0.0034	0.0001	118.71	0.007	g
50	Sn	116	115.9017428	1E-07	0.1454	0.0009	118.71	0.007	g
50	Sn	117	116.90295398	5.2E-07	0.0768	0.0007	118.71	0.007	g
50	Sn	118	117.90160657	5.4E-07	0.2422	0.0009	118.71	0.007	g
50	Sn	119	118.90331117	7.8E-07	0.0859	0.0004	118.71	0.007	g
50	Sn	120	119.90220163	9.7E-07	0.3258	0.0009	118.71	0.007	g
50	Sn	121	120.9042426	1E-06			118.71	0.007	g
