Atomic Number	Atomic Symbol	Mass Number	Relative Atomic Mass (monoisotopic)	Relative Atomic Mass Uncertainty	Isotopic Composition	Isotopic Composition Uncertainty	Standard Atomic Weight (average mass)	Standard Weight Uncertainty	Notes
74	W	183	182.95022275	9E-07	0.1431	0.0004	183.84	0.01	
74	W	184	183.95093092	9.4E-07	0.3064	0.0002	183.84	0.01	
74	W	185	184.95341897	9.9E-07			183.84	0.01	
74	W	186	185.9543628	1.7E-06	0.2843	0.0019	183.84	0.01	
74	W	187	186.9571588	1.7E-06			183.84	0.01	
74	W	188	187.9584862	3.6E-06			183.84	0.01	
74	W	189	188.961763	4.4E-05			183.84	0.01	
74	W	190	189.963091	4.2E-05			183.84	0.01	
74	W	191	190.966531	4.8E-05			183.84	0.01	
74	W	192	191.96817	0.00021			183.84	0.01	
74	W	193	192.97178	0.00021			183.84	0.01	
74	W	194	193.97367	0.00032			183.84	0.01	
75	Re	159	158.98418	0.00054			186.207	0.001	
75	Re	160	159.98182	0.00032			186.207	0.001	
75	Re	161	160.97757	0.00017			186.207	0.001	
75	Re	162	161.97584	0.00022			186.207	0.001	
75	Re	163	162.97208	2E-05			186.207	0.001	
75	Re	164	163.970453	7.9E-05			186.207	0.001	
75	Re	165	164.967103	2.7E-05			186.207	0.001	
75	Re	166	165.965761	7.8E-05			186.207	0.001	
75	Re	167	166.962595	4.4E-05			186.207	0.001	
75	Re	168	167.961573	3.3E-05			186.207	0.001	
75	Re	169	168.958766	1.2E-05			186.207	0.001	
75	Re	170	169.95822	2.8E-05			186.207	0.001	
75	Re	171	170.955716	3E-05			186.207	0.001	
75	Re	172	171.95542	4.2E-05			186.207	0.001	
75	Re	173	172.953243	3E-05			186.207	0.001	
75	Re	174	173.953115	3E-05			186.207	0.001	
75	Re	175	174.951381	3E-05			186.207	0.001	
75	Re	176	175.951623	3E-05			186.207	0.001	
75	Re	177	176.950328	3E-05			186.207	0.001	
75	Re	178	177.950989	3E-05			186.207	0.001	
75	Re	179	178.949989	2.6E-05			186.207	0.001	
75	Re	180	179.950792	2.3E-05			186.207	0.001	
75	Re	181	180.950058	1.4E-05			186.207	0.001	
75	Re	182	181.95121	0.00011			186.207	0.001	
75	Re	183	182.9508196	8.6E-06			186.207	0.001	
75	Re	184	183.9525228	4.7E-06			186.207	0.001	
75	Re	185	184.9529545	1.3E-06	0.374	0.0002	186.207	0.001	
75	Re	186	185.9549856	1.3E-06			186.207	0.001	
75	Re	187	186.9557501	1.6E-06	0.626	0.0002	186.207	0.001	
75	Re	188	187.9581115	1.6E-06			186.207	0.001	
75	Re	189	188.959226	8.9E-06			186.207	0.001	
75	Re	190	189.961744	7.6E-05			186.207	0.001	
75	Re	191	190.963122	1.1E-05			186.207	0.001	
75	Re	192	191.966088	8.2E-05			186.207	0.001	
75	Re	193	192.967541	4.1E-05			186.207	0.001	
75	Re	194	193.97076	0.00021			186.207	0.001	
75	Re	195	194.97254	0.00032			186.207	0.001	
75	Re	196	195.9758	0.00032			186.207	0.001	
75	Re	197	196.97799	0.00032			186.207	0.001	
75	Re	198	197.9816	0.00043			186.207	0.001	
76	Os	161	160.98903	0.00043			190.23	0.03	g
76	Os	162	161.98443	0.00054			190.23	0.03	g
76	Os	163	162.98241	0.00032			190.23	0.03	g
76	Os	164	163.97802	0.00017			190.23	0.03	g
76	Os	165	164.9766	0.00022			190.23	0.03	g
76	Os	166	165.972692	2E-05			190.23	0.03	g
76	Os	167	166.971549	7.8E-05			190.23	0.03	g
76	Os	168	167.967808	1.2E-05			190.23	0.03	g
76	Os	169	168.967018	2.7E-05			190.23	0.03	g
76	Os	170	169.963578	1.1E-05			190.23	0.03	g
76	Os	171	170.963174	1.9E-05			190.23	0.03	g
76	Os	172	171.960017	1.4E-05			190.23	0.03	g
76	Os	173	172.959808	1.6E-05			190.23	0.03	g
76	Os	174	173.957064	1.1E-05			190.23	0.03	g
76	Os	175	174.956945	1.3E-05			190.23	0.03	g
76	Os	176	175.954806	3E-05			190.23	0.03	g
76	Os	177	176.954966	1.7E-05			190.23	0.03	g
76	Os	178	177.953254	1.5E-05			190.23	0.03	g
76	Os	179	178.953817	1.8E-05			190.23	0.03	g
76	Os	180	179.952375	1.7E-05			190.23	0.03	g
76	Os	181	180.953247	2.7E-05			190.23	0.03	g
76	Os	182	181.95211	2.3E-05			190.23	0.03	g
76	Os	183	182.953125	5.3E-05			190.23	0.03	g
76	Os	184	183.9524885	1.4E-06	0.0002	0.0001	190.23	0.03	g
76	Os	185	184.9540417	1.4E-06			190.23	0.03	g
76	Os	186	185.953835	1.6E-06	0.0159	0.0003	190.23	0.03	g
76	Os	187	186.9557474	1.6E-06	0.0196	0.0002	190.23	0.03	g
76	Os	188	187.9558352	1.6E-06	0.1324	0.0008	190.23	0.03	g
76	Os	189	188.9581442	1.7E-06	0.1615	0.0005	190.23	0.03	g
76	Os	190	189.9584437	1.7E-06	0.2626	0.0002	190.23	0.03	g
76	Os	191	190.9609264	1.7E-06			190.23	0.03	g
76	Os	192	191.961477	2.9E-06	0.4078	0.0019	190.23	0.03	g
76	Os	193	192.9641479	2.9E-06			190.23	0.03	g
76	Os	194	193.9651772	3E-06			190.23	0.03	g
76	Os	195	194.968318	6.5E-05			190.23	0.03	g
76	Os	196	195.969641	4.3E-05			190.23	0.03	g
76	Os	197	196.97283	0.00021			190.23	0.03	g
76	Os	198	197.97441	0.00021			190.23	0.03	g
76	Os	199	198.97801	0.00021			190.23	0.03	g
76	Os	200	199.97984	0.00032			190.23	0.03	g
76	Os	201	200.98364	0.00032			190.23	0.03	g
76	Os	202	201.98595	0.00043			190.23	0.03	g
77	Ir	164	163.99191	0.00034			192.217	0.003	
77	Ir	165	164.9875	0.00018			192.217	0.003	
77	Ir	166	165.98566	0.00022			192.217	0.003	
77	Ir	167	166.981666	2E-05			192.217	0.003	
77	Ir	168	167.979907	8E-05			192.217	0.003	
77	Ir	169	168.976298	2.7E-05			192.217	0.003	
77	Ir	170	169.974922	9.5E-05			192.217	0.003	
77	Ir	171	170.97164	4.2E-05			192.217	0.003	
77	Ir	172	171.970607	3.5E-05			192.217	0.003	
77	Ir	173	172.967506	1.2E-05			192.217	0.003	
77	Ir	174	173.966861	3E-05			192.217	0.003	
77	Ir	175	174.96415	1.3E-05			192.217	0.003	
77	Ir	176	175.96365	2.2E-05			192.217	0.003	
77	Ir	177	176.961301	2.1E-05			192.217	0.003	
77	Ir	178	177.961082	2.1E-05			192.217	0.003	
77	Ir	179	178.95912	1E-05			192.217	0.003	
77	Ir	180	179.959229	2.3E-05			192.217	0.003	
77	Ir	181	180.957625	2.8E-05			192.217	0.003	
77	Ir	182	181.958076	2.3E-05			192.217	0.003	
77	Ir	183	182.95684	2.6E-05			192.217	0.003	
77	Ir	184	183.957476	3E-05			192.217	0.003	
77	Ir	185	184.956698	3E-05			192.217	0.003	
77	Ir	186	185.957944	1.8E-05			192.217	0.003	
77	Ir	187	186.957542	3E-05			192.217	0.003	
77	Ir	188	187.958828	1E-05			192.217	0.003	
77	Ir	189	188.958715	1.4E-05			192.217	0.003	
77	Ir	190	189.9605412	2.1E-06			192.217	0.003	
77	Ir	191	190.9605893	2.1E-06	0.373	0.002	192.217	0.003	
77	Ir	192	191.9626002	2.1E-06			192.217	0.003	
77	Ir	193	192.9629216	2.1E-06	0.627	0.002	192.217	0.003	
77	Ir	194	193.9650735	2.1E-06			192.217	0.003	
77	Ir	195	194.9659747	2.1E-06			192.217	0.003	
77	Ir	196	195.968397	4.1E-05			192.217	0.003	
77	Ir	197	196.969655	2.2E-05			192.217	0.003	
77	Ir	198	197.97228	0.00021			192.217	0.003	
77	Ir	199	198.973805	4.4E-05			192.217	0.003	
77	Ir	200	199.9768	0.00021			192.217	0.003	
77	Ir	201	200.97864	0.00021			192.217	0.003	
77	Ir	202	201.98199	0.00032			192.217	0.003	
77	Ir	203	202.98423	0.00043			192.217	0.003	
77	Ir	204	203.9896	0.00043			192.217	0.003	
78	Pt	166	165.99486	0.00054			195.084	0.009	
78	Pt	167	166.99269	0.00033			195.084	0.009	
78	Pt	168	167.98813	0.00017			195.084	0.009	
78	Pt	169	168.98657	0.00022			195.084	0.009	
78	Pt	170	169.982496	2E-05			195.084	0.009	
78	Pt	171	170.981245	7.8E-05			195.084	0.009	
78	Pt	172	171.977351	1.2E-05			195.084	0.009	
78	Pt	173	172.976443	6E-05			195.084	0.009	
78	Pt	174	173.97282	1.1E-05			195.084	0.009	
78	Pt	175	174.97241	1.9E-05			195.084	0.009	
78	Pt	176	175.968938	1.4E-05			195.084	0.009	
78	Pt	177	176.96847	1.6E-05			195.084	0.009	
78	Pt	178	177.96565	1.1E-05			195.084	0.009	
78	Pt	179	178.965359	8.6E-06			195.084	0.009	
78	Pt	180	179.963032	1.2E-05			195.084	0.009	
78	Pt	181	180.963098	1.6E-05			195.084	0.009	
78	Pt	182	181.961172	1.4E-05			195.084	0.009	
78	Pt	183	182.961597	1.7E-05			195.084	0.009	
78	Pt	184	183.959915	1.7E-05			195.084	0.009	
78	Pt	185	184.960614	2.8E-05			195.084	0.009	
78	Pt	186	185.959351	2.3E-05			195.084	0.009	
78	Pt	187	186.960617	2.6E-05			195.084	0.009	
78	Pt	188	187.9593889	6.1E-06			195.084	0.009	
78	Pt	189	188.960831	1.2E-05			195.084	0.009	
78	Pt	190	189.9599297	6.3E-06	0.00012	2E-05	195.084	0.009	
78	Pt	191	190.9616729	5.3E-06			195.084	0.009	
78	Pt	192	191.9610387	3.2E-06	0.00782	0.00024	195.084	0.009	
78	Pt	193	192.9629824	2.1E-06			195.084	0.009	
78	Pt	194	193.9626809	1E-06	0.3286	0.004	195.084	0.009	
78	Pt	195	194.9647917	1E-06	0.3378	0.0024	195.084	0.009	
78	Pt	196	195.96495209	9.9E-07	0.2521	0.0034	195.084	0.009	
78	Pt	197	196.96734069	9.4E-07			195.084	0.009	
78	Pt	198	197.9678949	2.3E-06	0.07356	0.0013	195.084	0.009	
78	Pt	199	198.9705952	2.4E-06			195.084	0.009	
78	Pt	200	199.971443	2.2E-05			195.084	0.009	
78	Pt	201	200.974513	5.4E-05			195.084	0.009	
78	Pt	202	201.975639	2.7E-05			195.084	0.009	
78	Pt	203	202.97893	0.00021			195.084	0.009	
78	Pt	204	203.98076	0.00021			195.084	0.009	
78	Pt	205	204.98608	0.00032			195.084	0.009	
78	Pt	206	205.98966	0.00032			195.084	0.009	
79	Au	169	168.99808	0.00032			196.966569	5E-06	
79	Au	170	169.99597	0.00022			196.966569	5E-06	
79	Au	171	170.991876	2.2E-05			196.966569	5E-06	
79	Au	172	171.989942	8.1E-05			196.966569	5E-06	
79	Au	173	172.986241	2.6E-05			196.966569	5E-06	
79	Au	174	173.984717	9.5E-05			196.966569	5E-06	
79	Au	175	174.981304	4.2E-05			196.966569	5E-06	
79	Au	176	175.98025	3.6E-05			196.966569	5E-06	
79	Au	177	176.97687	1.1E-05			196.966569	5E-06	
79	Au	178	177.976032	6.1E-05			196.966569	5E-06	
79	Au	179	178.973174	1.3E-05			196.966569	5E-06	
79	Au	180	179.972523	2.1E-05			196.966569	5E-06	
79	Au	181	180.970079	2.1E-05			196.966569	5E-06	
79	Au	182	181.969618	2.2E-05			196.966569	5E-06	
79	Au	183	182.967591	1E-05			196.966569	5E-06	
79	Au	184	183.967452	2.4E-05			196.966569	5E-06	
79	Au	185	184.96579	2.8E-05			196.966569	5E-06	
79	Au	186	185.965953	2.3E-05			196.966569	5E-06	
79	Au	187	186.964543	2.4E-05			196.966569	5E-06	
79	Au	188	187.965349	1.7E-05			196.966569	5E-06	
79	Au	189	188.963948	2.2E-05			196.966569	5E-06	
79	Au	190	189.964698	1.7E-05			196.966569	5E-06	
79	Au	191	190.963702	4E-05			196.966569	5E-06	
79	Au	192	191.964814	1.7E-05			196.966569	5E-06	
79	Au	193	192.9641373	9.3E-06			196.966569	5E-06	
79	Au	194	193.9654178	2.3E-06			196.966569	5E-06	
79	Au	195	194.9650352	1.5E-06			196.966569	5E-06	
79	Au	196	195.9665699	3.2E-06			196.966569	5E-06	
79	Au	197	196.96656879	7.1E-07	1		196.966569	5E-06	
79	Au	198	197.96824242	7E-07			196.966569	5E-06	
79	Au	199	198.96876528	7E-07			196.966569	5E-06	
79	Au	200	199.970756	2.9E-05			196.966569	5E-06	
79	Au	201	200.9716575	3.4E-06			196.966569	5E-06	
79	Au	202	201.973856	2.5E-05			196.966569	5E-06	
79	Au	203	202.9751544	3.3E-06			196.966569	5E-06	
79	Au	204	203.97783	0.00022			196.966569	5E-06	
79	Au	205	204.97985	0.00021			196.966569	5E-06	
79	Au	206	205.98474	0.00032			196.966569	5E-06	
79	Au	207	206.9884	0.00032			196.966569	5E-06	
79	Au	208	207.99345	0.00032			196.966569	5E-06	
79	Au	209	208.99735	0.00043			196.966569	5E-06	
79	Au	210	210.0025	0.00043			196.966569	5E-06	
80	Hg	171	171.00353	0.00033			200.592	0.003	
80	Hg	172	171.99881	0.00017			200.592	0.003	
80	Hg	173	172.99709	0.00022			200.592	0.003	
80	Hg	174	173.992865	2.1E-05			200.592	0.003	
80	Hg	175	174.991441	7.8E-05			200.592	0.003	
80	Hg	176	175.987361	1.4E-05			200.592	0.003	
80	Hg	177	176.986277	8.1E-05			200.592	0.003	
80	Hg	178	177.982484	1.2E-05			200.592	0.003	
80	Hg	179	178.981831	2.9E-05			200.592	0.003	
80	Hg	180	179.97826	1.4E-05			200.592	0.003	
80	Hg	181	180.977819	1.7E-05			200.592	0.003	
80	Hg	182	181.974689	1.1E-05			200.592	0.003	
80	Hg	183	182.9744448	7.6E-06			200.592	0.003	
80	Hg	184	183.971714	1.1E-05			200.592	0.003	
80	Hg	185	184.971899	1.7E-05			200.592	0.003	
80	Hg	186	185.969362	1.3E-05			200.592	0.003	
80	Hg	187	186.969814	1.5E-05			200.592	0.003	
80	Hg	188	187.967567	1.2E-05			200.592	0.003	
80	Hg	189	188.968195	3.4E-05			200.592	0.003	
80	Hg	190	189.966323	1.7E-05			200.592	0.003	
80	Hg	191	190.967157	2.4E-05			200.592	0.003	
80	Hg	192	191.965635	1.7E-05			200.592	0.003	
80	Hg	193	192.966653	1.7E-05			200.592	0.003	
80	Hg	194	193.9654491	3.1E-06			200.592	0.003	
80	Hg	195	194.966721	2.5E-05			200.592	0.003	
80	Hg	196	195.9658326	3.2E-06	0.0015	0.0001	200.592	0.003	
80	Hg	197	196.9672128	3.5E-06			200.592	0.003	
80	Hg	198	197.9667686	5.2E-07	0.0997	0.002	200.592	0.003	
80	Hg	199	198.96828064	4.6E-07	0.1687	0.0022	200.592	0.003	
80	Hg	200	199.96832659	4.7E-07	0.231	0.0019	200.592	0.003	
80	Hg	201	200.97030284	6.9E-07	0.1318	0.0009	200.592	0.003	
80	Hg	202	201.9706434	6.9E-07	0.2986	0.0026	200.592	0.003	
80	Hg	203	202.9728728	1.8E-06			200.592	0.003	
80	Hg	204	203.97349398	5.3E-07	0.0687	0.0015	200.592	0.003	
80	Hg	205	204.9760734	3.9E-06			200.592	0.003	
80	Hg	206	205.977514	2.2E-05			200.592	0.003	
80	Hg	207	206.9823	3.2E-05			200.592	0.003	
80	Hg	208	207.985759	3.3E-05			200.592	0.003	
80	Hg	209	208.99072	0.00016			200.592	0.003	
80	Hg	210	209.99424	0.00021			200.592	0.003	
80	Hg	211	210.99933	0.00021			200.592	0.003	
80	Hg	212	212.00296	0.00032			200.592	0.003	
80	Hg	213	213.00823	0.00032			200.592	0.003	
80	Hg	214	214.012	0.00043			200.592	0.003	
80	Hg	215	215.0174	0.00043			200.592	0.003	
80	Hg	216	216.02132	0.00043			200.592	0.003	
81	Tl	176	176.000624	8.1E-05			204.38	0.0015	
81	Tl	177	176.996431	2.5E-05			204.38	0.0015	
81	Tl	178	177.99485	0.00011			204.38	0.0015	
81	Tl	179	178.991111	4.3E-05			204.38	0.0015	
81	Tl	180	179.990057	6.4E-05			204.38	0.0015	
81	Tl	181	180.98626	9.8E-06			204.38	0.0015	
81	Tl	182	181.985713	6.3E-05			204.38	0.0015	
81	Tl	183	182.982193	1E-05			204.38	0.0015	
81	Tl	184	183.981886	2.2E-05			204.38	0.0015	
81	Tl	185	184.978789	2.2E-05			204.38	0.0015	
81	Tl	186	185.978651	2.4E-05			204.38	0.0015	
81	Tl	187	186.9759063	8.8E-06			204.38	0.0015	
81	Tl	188	187.976021	3.2E-05			204.38	0.0015	
81	Tl	189	188.973588	1.2E-05			204.38	0.0015	
81	Tl	190	189.973828	5.4E-05			204.38	0.0015	
81	Tl	191	190.9717842	7.9E-06			204.38	0.0015	
81	Tl	192	191.972225	3.4E-05			204.38	0.0015	
81	Tl	193	192.970502	7.2E-06			204.38	0.0015	
81	Tl	194	193.971081	1.5E-05			204.38	0.0015	
81	Tl	195	194.969774	1.2E-05			204.38	0.0015	
81	Tl	196	195.970481	1.3E-05			204.38	0.0015	
81	Tl	197	196.969576	1.8E-05			204.38	0.0015	
81	Tl	198	197.970483	8.6E-05			204.38	0.0015	
81	Tl	199	198.969877	3E-05			204.38	0.0015	
81	Tl	200	199.9709633	6.2E-06			204.38	0.0015	
81	Tl	201	200.970822	1.5E-05			204.38	0.0015	
81	Tl	202	201.972102	1.5E-05			204.38	0.0015	
81	Tl	203	202.9723446	1.4E-06	0.2952	0.0001	204.38	0.0015	
81	Tl	204	203.9738639	1.3E-06			204.38	0.0015	
81	Tl	205	204.9744278	1.4E-06	0.7048	0.0001	204.38	0.0015	
81	Tl	206	205.9761106	1.5E-06			204.38	0.0015	
81	Tl	207	206.9774197	5.9E-06			204.38	0.0015	
81	Tl	208	207.982019	2.1E-06			204.38	0.0015	
81	Tl	209	208.9853594	8.6E-06			204.38	0.0015	
81	Tl	210	209.990074	1.2E-05			204.38	0.0015	
81	Tl	211	210.993475	4.5E-05			204.38	0.0015	
81	Tl	212	211.99834	0.00022			204.38	0.0015	
81	Tl	213	213.001915	2.9E-05			204.38	0.0015	
81	Tl	214	214.00694	0.00021			204.38	0.0015	
81	Tl	215	215.01064	0.00032			204.38	0.0015	
81	Tl	216	216.0158	0.00032			204.38	0.0015	
81	Tl	217	217.01966	0.00043			204.38	0.0015	
81	Tl	218	218.02479	0.00043			204.38	0.0015	
82	Pb	178	178.003831	2.6E-05			207.2	0.1	g,r
82	Pb	179	179.002201	8.1E-05			207.2	0.1	g,r
82	Pb	180	179.997928	1.5E-05			207.2	0.1	g,r
82	Pb	181	180.996653	8.1E-05			207.2	0.1	g,r
82	Pb	182	181.992672	1.3E-05			207.2	0.1	g,r
82	Pb	183	182.991872	3E-05			207.2	0.1	g,r
82	Pb	184	183.988136	1.4E-05			207.2	0.1	g,r
82	Pb	185	184.98761	1.7E-05			207.2	0.1	g,r
82	Pb	186	185.984238	1.2E-05			207.2	0.1	g,r
82	Pb	187	186.9839109	5.5E-06			207.2	0.1	g,r
82	Pb	188	187.980875	1.1E-05			207.2	0.1	g,r
82	Pb	189	188.980807	3.7E-05			207.2	0.1	g,r
82	Pb	190	189.978082	1.3E-05			207.2	0.1	g,r
82	Pb	191	190.978276	4.1E-05			207.2	0.1	g,r
82	Pb	192	191.975775	1.3E-05			207.2	0.1	g,r
82	Pb	193	192.976173	5.3E-05			207.2	0.1	g,r
82	Pb	194	193.974012	1.9E-05			207.2	0.1	g,r
82	Pb	195	194.974543	2.5E-05			207.2	0.1	g,r
82	Pb	196	195.972774	1.5E-05			207.2	0.1	g,r
82	Pb	197	196.9734312	6E-06			207.2	0.1	g,r
82	Pb	198	197.972034	1.6E-05			207.2	0.1	g,r
82	Pb	199	198.972913	1.1E-05			207.2	0.1	g,r
82	Pb	200	199.971819	1.2E-05			207.2	0.1	g,r
82	Pb	201	200.972883	2.3E-05			207.2	0.1	g,r
82	Pb	202	201.972152	4E-06			207.2	0.1	g,r
82	Pb	203	202.9733911	7.1E-06			207.2	0.1	g,r
82	Pb	204	203.973044	1.3E-06	0.014	0.001	207.2	0.1	g,r
82	Pb	205	204.9744822	1.3E-06			207.2	0.1	g,r
82	Pb	206	205.9744657	1.3E-06	0.241	0.001	207.2	0.1	g,r
82	Pb	207	206.9758973	1.3E-06	0.221	0.001	207.2	0.1	g,r
82	Pb	208	207.9766525	1.3E-06	0.524	0.001	207.2	0.1	g,r
82	Pb	209	208.9810905	1.9E-06			207.2	0.1	g,r
82	Pb	210	209.9841889	1.6E-06			207.2	0.1	g,r
82	Pb	211	210.9887371	2.8E-06			207.2	0.1	g,r
82	Pb	212	211.9918977	2.3E-06			207.2	0.1	g,r
82	Pb	213	212.9965629	7.2E-06			207.2	0.1	g,r
82	Pb	214	213.9998059	2.5E-06			207.2	0.1	g,r
82	Pb	215	215.00474	0.00011			207.2	0.1	g,r
82	Pb	216	216.00803	0.00021			207.2	0.1	g,r
82	Pb	217	217.01314	0.00032			207.2	0.1	g,r
82	Pb	218	218.01659	0.00032			207.2	0.1	g,r
82	Pb	219	219.02177	0.00043			207.2	0.1	g,r
82	Pb	220	220.02541	0.00043			207.2	0.1	g,r
83	Bi	184	184.001275	8.4E-05			208.9804	1E-05	
83	Bi	185	184.9976	8.7E-05			208.9804	1E-05	
83	Bi	186	185.996644	6.5E-05			208.9804	1E-05	
83	Bi	187	186.993147	1.1E-05			208.9804	1E-05	
83	Bi	188	187.992287	2.2E-05			208.9804	1E-05	
83	Bi	189	188.989195	2.2E-05			208.9804	1E-05	
83	Bi	190	189.988622	2.4E-05			208.9804	1E-05	
83	Bi	191	190.9857866	8E-06			208.9804	1E-05	
83	Bi	192	191.985469	3.3E-05			208.9804	1E-05	
83	Bi	193	192.98296	1E-05			208.9804	1E-05	
83	Bi	194	193.982785	5.4E-05			208.9804	1E-05	
83	Bi	195	194.9806488	5.7E-06			208.9804	1E-05	
83	Bi	196	195.980667	2.6E-05			208.9804	1E-05	
83	Bi	197	196.9788651	8.9E-06			208.9804	1E-05	
83	Bi	198	197.979206	3E-05			208.9804	1E-05	
83	Bi	199	198.977673	1.1E-05			208.9804	1E-05	
83	Bi	200	199.978131	2.4E-05			208.9804	1E-05	
83	Bi	201	200.97701	1.6E-05			208.9804	1E-05	
83	Bi	202	201.977734	1.7E-05			208.9804	1E-05	
83	Bi	203	202.976893	1.4E-05			208.9804	1E-05	
83	Bi	204	203.9778361	9.9E-06			208.9804	1E-05	
83	Bi	205	204.9773867	5.5E-06			208.9804	1E-05	
83	Bi	206	205.9784993	8.2E-06			208.9804	1E-05	
83	Bi	207	206.978471	2.6E-06			208.9804	1E-05	
83	Bi	208	207.9797425	2.5E-06			208.9804	1E-05	
83	Bi	209	208.9803991	1.6E-06	1		208.9804	1E-05	
83	Bi	210	209.9841207	1.6E-06			208.9804	1E-05	
83	Bi	211	210.9872697	5.9E-06			208.9804	1E-05	
83	Bi	212	211.991286	2.1E-06			208.9804	1E-05	
83	Bi	213	212.9943851	5.6E-06			208.9804	1E-05	
83	Bi	214	213.998712	1.2E-05			208.9804	1E-05	
83	Bi	215	215.00177	1.6E-05			208.9804	1E-05	
83	Bi	216	216.006306	1.2E-05			208.9804	1E-05	
83	Bi	217	217.009372	1.9E-05			208.9804	1E-05	
83	Bi	218	218.014188	2.9E-05			208.9804	1E-05	
83	Bi	219	219.01748	0.00021			208.9804	1E-05	
83	Bi	220	220.02235	0.00032			208.9804	1E-05	
83	Bi	221	221.02587	0.00032			208.9804	1E-05	
83	Bi	222	222.03078	0.00032			208.9804	1E-05	
83	Bi	223	223.0345	0.00043			208.9804	1E-05	
83	Bi	224	224.03947	0.00043			208.9804	1E-05	
84	Po	186	186.004393	3.5E-05			209		
84	Po	187	187.003041	3.4E-05			209		
84	Po	188	187.999416	2.1E-05			209		
84	Po	189	188.998473	2.4E-05			209		
84	Po	190	189.995101	1.4E-05			209		
84	Po	191	190.9945585	7.6E-06			209		
84	Po	192	191.991336	1.2E-05			209		
84	Po	193	192.991026	3.7E-05			209		
84	Po	194	193.988186	1.4E-05			209		
84	Po	195	194.988126	4.1E-05			209		
84	Po	196	195.985526	1.4E-05			209		
84	Po	197	196.98566	5.3E-05			209		
84	Po	198	197.983389	1.9E-05			209		
84	Po	199	198.983667	2.5E-05			209		
84	Po	200	199.981799	1.5E-05			209		
84	Po	201	200.9822598	6.3E-06			209		
84	Po	202	201.980758	1.6E-05			209		
84	Po	203	202.9814161	9.3E-06			209		
84	Po	204	203.98031	1.2E-05			209		
84	Po	205	204.981203	2.2E-05			209		
84	Po	206	205.980474	4.3E-06			209		
84	Po	207	206.9815938	7.2E-06			209		
84	Po	208	207.9812461	1.9E-06			209		
84	Po	209	208.9824308	2E-06			209		
84	Po	210	209.9828741	1.3E-06			209		
84	Po	211	210.9866536	1.4E-06			209		
84	Po	212	211.9888684	1.3E-06			209		
84	Po	213	212.9928576	3.3E-06			209		
84	Po	214	213.9952017	1.6E-06			209		
84	Po	215	214.9994201	2.7E-06			209		
84	Po	216	216.0019152	2.3E-06			209		
84	Po	217	217.0063182	6.7E-06			209		
84	Po	218	218.0089735	2.5E-06			209		
84	Po	219	219.013614	1.7E-05			209		
84	Po	220	220.016386	1.9E-05			209		
84	Po	221	221.021228	2.1E-05			209		
84	Po	222	222.02414	4.3E-05			209		
84	Po	223	223.02907	0.00021			209		
84	Po	224	224.03211	0.00021			209		
84	Po	225	225.03707	0.00032			209		
84	Po	226	226.04031	0.00043			209		
84	Po	227	227.04539	0.00043			209		
85	At	191	191.004148	1.7E-05			210		
85	At	192	192.003152	3.5E-05			210		
85	At	193	192.999927	2.3E-05			210		
85	At	194	193.999236	2.9E-05			210		
85	At	195	194.9962685	9.8E-06			210		
85	At	196	195.9958	3.3E-05			210		
85	At	197	196.993189	5.5E-05			210		
85	At	198	197.992784	5.4E-05			210		
85	At	199	198.9905277	5.8E-06			210		
85	At	200	199.990351	2.6E-05			210		
85	At	201	200.9884171	8.8E-06			210		
85	At	202	201.98863	3E-05			210		
85	At	203	202.986943	1.1E-05			210		
85	At	204	203.987251	2.4E-05			210		
85	At	205	204.986076	1.6E-05			210		
85	At	206	205.986657	1.6E-05			210		
85	At	207	206.9858	1.3E-05			210		
85	At	208	207.9866133	9.6E-06			210		
85	At	209	208.9861702	5.5E-06			210		
85	At	210	209.9871479	8.3E-06			210		
85	At	211	210.9874966	3E-06			210		
85	At	212	211.9907377	2.6E-06			210		
85	At	213	212.992937	5.3E-06			210		
85	At	214	213.9963721	4.6E-06			210		
85	At	215	214.9986528	7.3E-06			210		
85	At	216	216.0024236	3.9E-06			210		
85	At	217	217.0047192	5.5E-06			210		
85	At	218	218.008695	1.2E-05			210		
85	At	219	219.0111618	4.2E-06			210		
85	At	220	220.015433	1.5E-05			210		
85	At	221	221.018017	1.5E-05			210		
85	At	222	222.022494	1.7E-05			210		
85	At	223	223.025151	1.5E-05			210		
85	At	224	224.029749	2.4E-05			210		
85	At	225	225.03263	0.00032			210		
85	At	226	226.03716	0.00032			210		
85	At	227	227.04024	0.00032			210		
85	At	228	228.04475	0.00043			210		
85	At	229	229.04812	0.00043			210		
86	Rn	193	193.009708	2.7E-05			222		
86	Rn	194	194.006144	1.8E-05			222		
86	Rn	195	195.005422	5.4E-05			222		
86	Rn	196	196.002116	1.5E-05			222		
86	Rn	197	197.001585	3.8E-05			222		
86	Rn	198	197.998679	1.4E-05			222		
86	Rn	199	198.99839	6.8E-05			222		
86	Rn	200	199.99569	1.4E-05			222		
86	Rn	201	200.995628	5.3E-05			222		
86	Rn	202	201.993264	1.9E-05			222		
86	Rn	203	202.993388	2.5E-05			222		
86	Rn	204	203.99143	1.6E-05			222		
86	Rn	205	204.991719	5.4E-05			222		
86	Rn	206	205.990214	1.6E-05			222		
86	Rn	207	206.9907303	9.1E-06			222		
86	Rn	208	207.989635	1.2E-05			222		
86	Rn	209	208.990415	2.2E-05			222		
